board_certs,doctor,doctor_type,education,gender,individual_rating,languages,npi,overall_patient_ratings,overall_rating,practice,street_address,city_state,zoc_awards
"Lenox Hill Hospital,The Mount Sinai Hospital","Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Hospital for Joint Diseases, Residency in Orthopedic Surgery,Thomas Jefferson University Hospital, Fellowship in Hand Surgery,New York University, Residency in Orthopedic Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University, Internship in General Surgery",Male,,"English,Spanish",1306849641,"4.5,4.5,4.5",4.5,Highline Orthopaedics,"Upper East Side - 245 East 84th Street,Tribeca - 16 Park Place","New York,NY,10028,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"Lenox Hill Hospital,The Mount Sinai Hospital","Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Hospital for Joint Diseases, Residency in Orthopedic Surgery,Thomas Jefferson University Hospital, Fellowship in Hand Surgery,New York University, Residency in Orthopedic Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University, Internship in General Surgery",Male,,"English,Spanish",1306849641,"4.5,4.5,4.5",4.5,Highline Orthopaedics,"Upper East Side - 245 East 84th Street,Tribeca - 16 Park Place","New York,NY,10028,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"Lenox Hill Hospital,The Mount Sinai Hospital","Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Hospital for Joint Diseases, Residency in Orthopedic Surgery,Thomas Jefferson University Hospital, Fellowship in Hand Surgery,New York University, Residency in Orthopedic Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University, Internship in General Surgery",Male,,"English,Spanish",1306849641,"4.5,4.5,4.5",4.5,Highline Orthopaedics,"Upper East Side - 245 East 84th Street,Tribeca - 16 Park Place","New York,NY,10028,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Mark Mohrmann,,,,,,,,,,,,
"Lenox Hill Hospital,The Mount Sinai Hospital","Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Hospital for Joint Diseases, Residency in Orthopedic Surgery,Thomas Jefferson University Hospital, Fellowship in Hand Surgery,New York University, Residency in Orthopedic Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University, Internship in General Surgery",Male,,"English,Spanish",1306849641,"4.5,4.5,4.5",4.5,Highline Orthopaedics,"Upper East Side - 245 East 84th Street,Tribeca - 16 Park Place","New York,NY,10028,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,Dr. Mark Mohrmann,,,,,,,,,,,,
,Dr. Mark Mohrmann,,,,,,,,,,,,
,Dr. Krista McKenzie,,,,,,,,,,,,
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
"Lenox Hill Hospital,The Mount Sinai Hospital","Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Hospital for Joint Diseases, Residency in Orthopedic Surgery,Thomas Jefferson University Hospital, Fellowship in Hand Surgery,New York University, Residency in Orthopedic Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University, Internship in General Surgery",Male,,"English,Spanish",1306849641,"4.5,4.5,4.5",4.5,Highline Orthopaedics,"Upper East Side - 245 East 84th Street,Tribeca - 16 Park Place","New York,NY,10028,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Mark Mohrmann,,,,,,,,,,,,
,Dr. Mark Mohrmann,,,,,,,,,,,,
"Lenox Hill Hospital,The Mount Sinai Hospital","Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Hospital for Joint Diseases, Residency in Orthopedic Surgery,Thomas Jefferson University Hospital, Fellowship in Hand Surgery,New York University, Residency in Orthopedic Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,New York University, Internship in General Surgery",Male,,"English,Spanish",1306849641,"4.5,4.5,4.5",4.5,Highline Orthopaedics,"Upper East Side - 245 East 84th Street,Tribeca - 16 Park Place","New York,NY,10028,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. Krista McKenzie,,,,,,,,,,,,
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,Dr. Krista McKenzie,,,,,,,,,,,,
,Dr. Mark Mohrmann,,,,,,,,,,,,
,Dr. Mark Mohrmann,,,,,,,,,,,,
,Dr. Krista McKenzie,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Krista McKenzie,,,,,,,,,,,,
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Nelya Lobkova,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Raphael Santore,,,,,,,,,,,,
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
,Dr. Alice Coghill,,,,,,,,,,,,
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
,Dr. Jens Erik Harboe-Schmidt,,,,,,,,,,,,
,Dr. Jens Erik Harboe-Schmidt,,,,,,,,,,,,
American Board of Internal Medicine,"Dr. Julia Oweis, MD","Internist, Primary Care Doctor","Medical School - St. George's University School of Medicine, Doctor of Medicine",Female,,English,1487699260,"4.5,4,4",4.5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
American Board of Internal Medicine,"Dr. Alice Coghill, MD","Internist, Primary Care Doctor","Bridgeport Hospital, Internship in Internal Medicine,Harlem Hospital Center, Residency in Internal Medicine,Medical School - Stanford University, Doctor of Medicine,The Johns Hopkins Hospital, Residency in Anesthesiology and Critical Care Medicine",Female,,English,1356499180,"4.5,4,4.5",4.5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,Dr. Krista McKenzie,,,,,,,,,,,,
"American Dental Society of Anesthesiology,American Dental Association,American Academy of Implant Dentistry,International Congress of Oral Implantologists,Academy of Osseointegration","Dr. Raphael Santore, DDS",Dentist,"Dental School - State University of New York, Stony Brook, Doctor of Dental Surgery,Kingsbrook Jewish Medical Center, Residency in Anesthesia and General Dentistry,Misch Implant Institute, Fellowship in Implantology,New York University, Fellowship in Implantology",Male,,"English,Italian,Spanish",1679731129,"5,4.5,5",5,DENTAL365,19 Murray St,"New York,NY,10007",icon-rapid-registration
,Dr. Krista McKenzie,,,,,,,,,,,,
,"Dr. Krista McKenzie, DDS","Dentist, Cosmetic Dentist","Bronx-Lebanon Hospital Center, Residency in General Practice,Dental School - New York University, Doctor of Dental Surgery",Female,,English,1770710147,"5,4.5,5",5,DENTAL365,"6645 Grand Ave,240 Madison Ave,, ,12th Floor,422 5th Avenue,19 Murray St","Maspeth,NY,11378,New York,NY,10016,Brooklyn,NY,11215,New York,NY,10007",icon-rapid-registration
,Dr. Raphael Santore,,,,,,,,,,,,
,Dr. Jens Erik Harboe-Schmidt,,,,,,,,,,,,
,Dr. Alice Coghill,,,,,,,,,,,,
,Dr. Jens Erik Harboe-Schmidt,,,,,,,,,,,,
American Board of Internal Medicine,"Dr. Alice Coghill, MD","Internist, Primary Care Doctor","Bridgeport Hospital, Internship in Internal Medicine,Harlem Hospital Center, Residency in Internal Medicine,Medical School - Stanford University, Doctor of Medicine,The Johns Hopkins Hospital, Residency in Anesthesiology and Critical Care Medicine",Female,,English,1356499180,"4.5,4,4.5",4.5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
"Forest Hills Hospital,Peninsula Hospital Center","Dr. Jens Erik Harboe-Schmidt, MD","Internist, Primary Care Doctor","Danbury Hospital, Residency in Internal Medicine,Medical School - St. George's University School of Medicine, Doctor of Medicine",Male,,"Dutch,English,German,Swedish",1518226166,"5,4,5",5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
American Board of Internal Medicine,"Dr. Alice Coghill, MD","Internist, Primary Care Doctor","Bridgeport Hospital, Internship in Internal Medicine,Harlem Hospital Center, Residency in Internal Medicine,Medical School - Stanford University, Doctor of Medicine,The Johns Hopkins Hospital, Residency in Anesthesiology and Critical Care Medicine",Female,,English,1356499180,"4.5,4,4.5",4.5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
American Board of Internal Medicine,"Dr. Julia Oweis, MD","Internist, Primary Care Doctor","Medical School - St. George's University School of Medicine, Doctor of Medicine",Female,,English,1487699260,"4.5,4,4",4.5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
American Board of Internal Medicine,"Dr. Alice Coghill, MD","Internist, Primary Care Doctor","Bridgeport Hospital, Internship in Internal Medicine,Harlem Hospital Center, Residency in Internal Medicine,Medical School - Stanford University, Doctor of Medicine,The Johns Hopkins Hospital, Residency in Anesthesiology and Critical Care Medicine",Female,,English,1356499180,"4.5,4,4.5",4.5,14 Street Medical P.C.,332 E 14th St,"New York,NY,10003","icon-rapid-registration,icon-speedy-response"
